,Steming,Label
158,hallo kenal nama sidiq tri kusuma program studi teknik elektro universitas sultan ageng tirtayasa salah murid kelas dai ikut program studi independen sertifikat microsoft kesan pesan ikut program ilmu oleh kampus wawas tahu luas tambah alam mampu olah data visualisasi data terimakasih microsoft maribelajar merdekabelajarid kampus merdeka sempat eksplorasi kampus lupa terimakasih charles bernando mentor kelas ilmu materi dapat kampus,Positif
8,assalamualaikum halo tarisa asri rahmayanti didik ipa untirta jalan studi independen sertifikat angkat moga terima sib maribelajar semangat kembang mampu minat guna microsoft cipta halhal takjub lingkup kembang microsoft teman gabung maribelajar yukk gabung alam ajar sangatt tarik dna senang,Positif
60,orang pikir oh microsoft word excel power point mah gampang normal pikir stelah mentee kelas sirrush mentor argo assisten mentor kakak syifa sadar ajar rasa tahu learning track information worker microsoft word dar copy paste microsoft excel dar masukin rumus microsoft power point dar input bahan presentasi microsoft milik word excel powerpoint masjh sesal pilih learning track information worker output godognya kelas sinkron tugas asinkron assessment uji paham sertifikasi kuasa mampu administrasi terima kasih maribelajar bulan bantu susun skripsi sedia bagi ilmu teman satusatunya ars university maribelajar sepi serah mampu mudah adaptasi bantu kenal partner tukar pikir bahu bahu survive msib batch mahasiswa semester alias skripsi wohoo dear naela ripi api ana shinta terimakasih bantu terimakasih teman senang jalan msib batch learning track information worker maribelajar harap baik naela ripi api ana shinta balas allah amin see you on top tementemen kuuu,Positif
128,hai ahnaf habib mahasiswa universitas airlangga sempat magang studi independen sertifikat menteri didik budaya riset teknologi indonesia learning path cloud fundamental track syukur menjalalani ajar microsoft indonesia ilmu alam manfaat teman keren learning path ikut bidang studi senang tantang terimakasih khusunya rancang program terimakasih insap kakak revin sebgai mentor ass mentor cf baik and shout out to lenggak program terimakasih all,Positif
1,looking at the challenge or trouble not sure lets gooo sedia to spend all of my gabut day and time to fix this see,Negatif
57,ati ikut msib instagram mitra buka lowong ikut studi independen pilih track information worker modern educatorakan sempat ikut modern educator pikir guru mudah ikut kursus paham guru sulit ikut kembang teknologi tahun modern educator ajar pohon nilai medesain ajar abad pembeljaran pusat siswa medesain ajar inklusi bantu aplikasi microsoft ajar aplikasi microsoft microsoft office word excel power point microsoft teams microsoft forms ajar sempat sertifikasi internasional ilmu kelak guna bantu kembang didik khusunya didik abad,Positif
22,iin rahmadani program studi teknik sipil universitas muhammadiyah enrekang program studi independen sertifikat program microsoft data engineer harap ikut program studi independen sertifikat tambah wawas analisis data engineer tambah skil bidang office teman teman msib batch bingung pilih mitra studi independen ayo gabung,Positif
61,hallo ahmad syafi mahasiswa program studi manajemen universitas islam malang salah serta studi independent ptmaribelajar indonesia cerdas track intelligence cloud terang aksesakses digital bas cloud virtual machine giat studi independent alam ajar tingkat mampu digital milik terima kasih pt mari ajar indonesia cerdas microsoft lembaga dukung giat studi independen,Positif
63,halo selamat pagi dinda avita riskiana salah mentee program studi independen selenggara kampus merdeka mitra maribelajar jalan lalu ajar manfaat sempat course ajar serta tugas mini exam online assesment sertifikasi lengkap ilmu bekas mana kelak manfaat bangun negeri abdi penuh konsistensi sempat ajar teoritis pandu praktik kaji capstone project latih erti terap aplikasi bentuk perangkat aplikasi bantu hidup gabung program kenang susun rapi dalam memori ingat ilmu dapat senantiasa jaga terap sesuai porsi terimakasih libat jalan program heripracoyo heri senantiasa bimbing jalan program mentor kelas dilo kakak viska ramadan senantiasa bantu koordinasi giat belakang layar keras terimakasih jumpa temu sempat,Positif
7,halo faradia nur karimah mahasiswi jurus sistem informasi program studi independen sertifikat harap ikut program ajar data analyst tambah mampu bangun relasi industri teman msib batch ragu pilih mitra maribelajar bimbing jalan industri,Positif
177,agustus kemerdakaan nkri identik riah raya merdeka sekolahsekolah instansi perintah raya merdeka lingkung institusi ayo bagi momenmomen seru kolega anak didik raya hut nkri komunitas dapat reward tarik syarat didik indonesia milik akun office domain milik aju minta akun bitkyregistrasioffice gabung anggota kelompok komunitas guru inovatif microsoft teams gabung baca tunjuk gabung bitlygabungteams unggah fot caption tarik tab conversation unsur nilai kualitas gambar terang gambar caption sesuai tema deadline september kemerdekaanindonesia update as media partner,Positif
141,hallo kenal alvia ananda mahasiswa universitas padjadjaran semester ikut salah program msib mbkm studi independen ikut pt microsoft indonesia learning track microsoft productivity the modern workplace ajar topik word excel outlook powerpoint microsoft fundamental power platform fundamentals terima program senang syukur ilmu dapat guna bantu skripsi guna banget depan alam dapat gabung microsoft salah satu ajar aplikasi sederhana chatbot paham terima kasih mentor ali asisten mentor kakak kevin bantu bimbing giat terima kasih sempat,Positif
86,hallo fidyah nur khumairoh teknologi didik universitas negeri malang ikut studi independen sertifikat maribelajar learning track modern educator track,Positif
96,hallo dhea zahrana manajemen universitas pamulang ikut studi independen sertifikat maribelajar learning track information worker track dikejarbukan tunggu diusahakanbukan dar harap impi buat takut impi besarmuhammad ali dapat twibbon twbnztwibbonmaribelajar ikut maribelajar,Negatif
68,hallo dinda avita riskiana matematika universitas diponegoro ikut studi independen sertifikat maribelajar learning track intelligence cloud track halhal henti percaya usaha ajar syukur roy bennett,Positif
50,hello teman im nolas veta from state polytechnic of jakarta im glad to be part of studi independen maribelajar microsoft which is sheltered by kampus merdeka finally graduated after going through months can say that its not an easy path but im very bahagia to found out the learning outcomes were entirely saticfactory would like to thank my mentor mr rinaldi and mrs nusaibah as my assistant mentor last but not least would like to thank my parents my friends and also thank for my self,Positif
142,alam senang ilmu dasar intermediate,Positif
157,hai abdul majid refindo salah mahasiswa alumnus serta program studi independen pt microsoft indonesia learning track data artificial intelligence program sempat ajar kembang aktivitas kelas kuliah aku kuliah paham data cerdas buat analisis data cerdas bisnis beri paham ajar ajar sinkron asinkron paham dalam giat praktik proyek capstone kumpul nyata realworld problem selesai solusi kualitas tantang butuh proses ajar kerja proyek capstone selesai sempat ikut uji sertifikasi internasional microsoft syukur ikut program tahu kesan alam materi ajar data artificial intelligence lengkap mudah paham ajar kompeten professional teman agam suportif,Positif
156,hello my name is thania ansali from polytechnic manufacture of bandung in major of automation engineering technology such an honor for me can gabung the studi independent from merdeka belajarkampus merdeka mbkm learned new topic from pt microsoft indonesia is called cloud fundamentals did two sessions in week synchronous and asynchronous in the synchronous phase we gifted an explanation about some focuses like azure fundamentals power platform security compliance and azure administrator then the asynchronous phase did the learning path on microsoft learn for the same topic in week also did the final project called capstone project to fulfill this learning track last word want to say thank you to my mentor mr erick kurniawan and also to mentor assistant mrs keren keiza who help me during this activity learn new knowledge from the explanation such good activity to gabung in to learn new thing that never tried before,Positif
139,hallo nama nor mutia rahmah universitas lambung mangkurat ikut program msib alumnus program studi independen kampus merdeka pt microsoft indonesia jalur ajar microsoft productivty the modern workplace hormat sempat ajar langsung mitraindustry pt microsoft indonesia ajar alam tahu temu teman guru indonesia bimbing mentor asmen kompeten handal bidang microsoft productivity the modern workplace buka tahu luas guna microsoft offce word excel powerpoint fitur fitur optimal guna manfaat bantu kerja manusia dunia didik bisnis program materi awam mahasiswi jurus teknologi industri tani materi microsoft outlook microsoft power platforms materi ilmu mampu guna produkproduk aplikasi microsoft materi kalah peting ajar it dasar cloud fundamentals microsoft terima kasih menteri kemendikbudristek sedia ruang mahasiswa ajar luar kampus ajar langsung mitraindustry wadah asah mampu terima kasih microsoft mentor kelas mp bu clara yunita tatang st kakak syahrir asisten mentor sabar bimbing ikut program microsoft lupa ucap terima kasih teman juang mp bantu bagi ilmu alami sulit,Positif
146,hai kenal nama natanael setiawan universitas dinamika surabaya salah mahasiswa studi independen program selenggara kampus merdeka sempat terima pt microsoft indonesia pilih cloud fundamental track ajar ambil ikut ajar teman teman ilmu alam ajar azure fundamental isi dasar dasar azure cloud computing power platform fundamental mana ajar service platform azure microsoft securitycomplianceidentity isi aman serviceplatform azure azure administrator mana ajar mengontrolmengamati masuk keluar akunkegiatan salah serviceplatform adaazure alam langka terima kasih kampus merdeka mentor kakak anis kakak hanzen mana bimbing studi independen lupa teman teman kelas cf dukung program terimakasih sempat,Positif
101,hallo mochammad yumna kansha didik ekonomiakuntansiuniversitas negeri semarang ikut studi independen sertifikat maribelajar learning track modern educator gantung impi langit mimpi langit engkau jatuh engkau jatuh bintangbintang,Positif
20,msib batch selamat sukses mahasiswa stie stmik jayakarta hasil lolos program magang studi independen sertifikat msib batch merdeka ajar kampus merdeka mbkm pt marka kreasi persada pt lentera bangsa benderang pt global investment institusi pt talenta sinergi group pt mitra meru indonesia semangat sukses ajar mahasiswa kreatif inovatif teman mahasiswa lolos seleksi patah semangat ayo update informasi program msib follow instagram,Positif
25,info acara halo unpaders daftar program msib penasaran program msib ikut acara ayo pusat kembang karier unpad ada acara kenal usaha program msib batch usaha buka lowong program magang merdeka studi independen vidio orbit academy maribelajar catat tanggal kamis januari selesai zoom meeting id passcode cdcunpad daftar pusat kembang karier unpad website cdcunpadacid instagram line oa linkedin pusat kembang karier universitas padjadjaran,Positif
134,for the last months have participate in program where studi data and at an fundamental and intermediate level alam has increased my knowledge in the field of data and tremendously can not thank the team at and enough for the wonderful alam and opportunity they have given me once again thank you sincerely zaki,Positif
71,hallo naila ilma yahdina teknik elektro universitas muhammadiyah surajarta ikut studi independen sertifikat maribelajar learning track intelligence cloud track microsoft teams atur ambil sempat,Positif
129,did you know being final year physics student during this pandemic is kzjshsbxhxyayagagsysjjs have words to say it but must keep going data and artificial intelligence are two kinds of objects that im interested in since this reason and the opportunity that was given to me from joined this program data and artificial intelligence learning path from in colaborate with thank you for creating this program and facilitating me for learning after months of studying finally became an alumnus of this program pssst cerita who here is finalyear physics student who still has lovehate relationship with physics just like new student me,Positif
144,hi kenal nama faza unsoed ikut studi independent microsoft indonesia learning track microsoft productivity the modern workplace ajar microsoft office ms word ms excel ms powerpoint ms outlook kenal microsoft fundamentals microsoft power platform fundamentals power apps power automate power bi virtual agents bahagia learning track microsoft hasil mikat layan tawar power apps bantu selesai aplikasi tugas akhircapstone automatisasi kerja manfaat power automate alam chatbot virtual agents microsoft office kejut kira ms office tahu terampil jajah ms office this all amazing journey couldnt be done without our lovely caring highly motivated mentor and our best education assistant noorsy irfanio romadhan also send my deepest gratitude to to initialize and develop this powerful program,Positif
79,hallo sarah hutahaean prodi manajemen universitas hkbp nommensen medan ikut studi independen sertifikat maribelajar learning track intelligence cloud track dapat twibbon twbnztwibbonmaribelajar ikut maribelajar,Positif
133,hi eka salah mahasiswa jurus akuntansi ikut program studi independen sertifikat sib pt microsoft indonesia learning track microsoft productivity the modern workplace senang milik sempat ajar kampus microsoft indonesia usaha bergensi bidang teknologi ilmu tahu jurus beda turut ilmu mahal sosialisasi lingkung trimakasih ilmu alam bimbing,Positif
137,halo kenal fitri khumaeroh salah serta program studi independen sertifikat kampus merdeka pt microsoft indonesia learning track microsoft productivity the modern workplace program ilmu terampil sempat sertifikat internasional guna depan ucap terimakasih sempat ajar temu teman daerah indonesia,Positif
72,hai sobat jitu terima sertifikat program kampus merdeka studi independen sertifikat pt microsoft indonesia mari ajar nur faizah azzahrah serta sib alam cerita alam faizah cek infografis slide,Positif
140,hello my name is muhammad zaynurroyhan im an informatics engineering undergraduate student from muhammadiyah university of sukabumi im one of the participants on msib kampus merdeka at pt microsoft indonesia cloud fundamentals track generally in this program was taught about microsoft cloud computing platform azure apart from that also learned about microsoft power platform and microsoft security compliance and identity during the completion of this program got lot of new insights about cloud computing world like the importance of cloud infrastructure difference between iaas paas and saas and many more this program also provides its participants to validate their skills and knowledge with several certifications issued by microsoft such as pl sc az etc thank you and for the opportunity last but not least id like to say thank you to those who have helped me lot during this program cf mentor mr muhammad arief nugroho cf mentor assistant aulia rahman and cf fellas see you on the other side,Positif
37,assalamualaikum wr wb giat studi independen maribelajar dapat ikut giat mampu teknikal nonteknikal harap ikut giat motivasi asah mampu tahan saing kerja it kompetitif sekian,Positif
